titulo,subtitulo,primer_parrafo,seccion
"Anticonceptivos: un libro que revisa la historia, los debates, las creencias y las diferentes tecnologías que pueden ser utilizadas","Entrevista a Karina Felitti, una de las autoras del libro ""Tecnologías biomédicas y feminismos""","Cuando se lanzó la primera píldora anticonceptiva en Estados Unidos, el laboratorio pensaba que sería difícil que “mujeres saludables” tomasen por períodos prolongados una droga, cuyos efectos a largo plazo todavía se desconocían, con el único propósito de evitar quedar embarazadas. Los pronósticos no podían estar más equivocados: pronto la consumirían millones. Sin embargo, a más de seis décadas de su llegada al mercado, en la Argentina aún hay jóvenes que desde ciertos espacios feministas no ven a la píldora como una herramienta de liberación sino como un verdadero peligro para su salud sexual –por los efectos adversos que puede causar— y se han reapropiado de los métodos “naturales” recomendados históricamente por la Iglesia Católica. Así lo revela el libro “Tecnologías biomédicas y feminismos. Historias de dispositivos, políticas y agenciamientos” (Grupo Editor Universitario) de las investigadoras Karina Felitti, Agustina Cepeda, Natacha Mateo y Cecilia Rustoyburu. ",Sociedad
Juicio por el crimen de Fernando Báez Sosa: el rol de cada uno de los rugbiers,La descripción que la fiscalía y la querella hicieron en sus alegatos,"El fiscal Dávila pidió la pena de prisión perpetua para los ocho rugbiers acusados, bajo el delito de coautores de ""homicidio doblemente agravado por haber sido cometido por alevosía y con el concurso premeditado de dos o más personas"". Y descartó que se hayan enterado al otro día que Fernando estaba muerto, por los mensajes como ""caducó "",""lo rompimos”, “no tenía signos vitales”, “lo re cagamos a palos pero mal”. “La defensa dirá ‘si sabían que estaba muerto, por qué no regresaron a Zárate. No regresaron a Zárate porque estaban relajados, desinteresados. Incluso, estaban organizando una previa para esa misma noche”. Pidió que se investigue por falso testimonio a Juan Guarino y Nicolás Colazo. ",Sociedad
¿Cómo ver en vivo hoy el juicio por el crimen de Fernando Báez Sosa?,El alegato del defensor de los rugbiers,"Luego de la acusación de los fiscales y el abogado Fernando Burlando, quienes pidieron prisión perpetua para los rugbiers, el juicio por el crimen de Fernando Báez Sosa, el joven asesinado en 2020 en Villa Gesell, este jueves hará su alegado Hugo Tomei, defensor de los ocho imputados. La audiencia que se desarrollará en los Tribunales de Dolores será transmitida en vivo por Página/12.",Sociedad
Los videos del crimen de Fernando Báez Sosa que mostró Burlando en el juicio pidiendo perpetua a los rugbiers,A días del veredicto,Desde Dolores,Sociedad
Efemérides de hoy: qué pasó un 26 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 26 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Incendio en Villa Ortúzar: confirmaron el fallecimiento de una mujer,Cuatro personas permanecen internadas tras la destrucción de dos casas en Charlone al 1600,"En Villa Ortúzar, los Bomberos hallaron un cuerpo en el lugar donde se indicó que vivía la mujer dada por desaparecida tras el incendio iniciado el martes por la noche. ",Sociedad
Confirman que los peces de la laguna de Santa Fe fallecieron por falta de oxígeno en el agua,El informe preliminar señala como causas de fondo la baja en el caudal y las altas temperaturas,"La mortandad de peces en una laguna del norte de Santa Fe se debió a ""la ausencia o disminución considerable del oxígeno disuelto en el agua"", causado a su vez por la baja en el caudal y las altas temperaturas, indica un informe preliminar realizado por técnicos del Ministerio de Ambiente y Cambio Climático de la provincia.",Sociedad
Monitorean el témpano que se desprendió en la Antártida para que no afecte el trayecto del Irízar,Su superficie equivale a siete veces la Ciudad de Buenos Aires,"El Instituto Antártico Argentino (IAA) informó que monitorea el témpano que se desprendió de la Antártida el pasado domingo, cuya superficie equivale a siete veces la Ciudad de Buenos Aires, para evitar que afecte el trayecto del rompehielos ARA ""Almirante Irízar"", que este miércoles zarpará desde Ushuaia hacia el continente blanco.",Sociedad
"Sequía, fuertes vientos y negligencia humana son las causas de los focos","Incendios forestales en Corrientes, Entre Ríos, Neuquén y Río Negro","Las provincias de Corrientes, Entre Ríos, Neuquén y Río Negro registraron este miercoles focos de incendios forestales activos en sus territorios. Mientras que se encuentra contenido el fuego que hasta ayer afectaba a Chubut, informó hoy el Servicio Nacional de Manejo del Fuego (SMNF). En la zona del Valle Medio de Río Negro informaron las autoridades que tienen incendios provocados por la “negligencia humana”. ",Sociedad
"La Justicia de Mendoza no quiere cambiar nada y ordenó que se mantenga el concurso de ""reinas"" de la Vendimia",Declaró inconstitucional una ordenanza del municipio Guaymallén,"La Suprema Corte de Justicia de Mendoza prefiere dejar las arcaicas costumbres tal cual están. Es por eso que este miércoles declaró que es inconstitucional la ordenanza municipal de Guaymallén que había eliminado la elección de la reina de la Vendimia en el departamento, al argumentar que el concurso ""cosificaba a las mujeres"". En su lugar, la comuna pretendía que se rinda homenaje ""a los y las hacedores/as de la cultura y la producción"". Por mayoría, el máximo tribunal decidió que prefiere ver un desfile completo de reinas en el evento popular provincial, lo que implica que Guaymellén debe sí o sí enviar una representante local.",Sociedad
El Garrahan y curas villeros firmaron un convenio para facilitar el acceso a la atención de niños  ,Promoción de la salud en barrios populares,"Autoridades del Hospital Garrahan y representantes de la Federación de Centros Barriales Familia Grande Hogar de Cristo, que encabeza el Padre Pepe, firmaron este miércoles un acuerdo de cooperación para contribuir al acceso a la salud de la población infantil y adolescente y formalizar un circuito de acompañamiento y derivación de pacientes con patologías complejas.El convenio establece, además, una línea de articulación y trabajo conjunto en la promoción integral de la salud en la comunidad a través de la educación en salud, según detalló en un comunicado el centro pediátrico más importante del país.""Estamos muy contentos de celebrar este convenio. La finalidad es acercarnos a las familias que más lo necesitan y derribar las barreras para que el acceso a la salud llegue a todos"", destacó Gabriela Bauer, presidenta del Consejo de Administración del Garrahan.Y agregó: ""Vamos a fortalecer la educación comunitaria sobre salud integral intercambiando con los actores clave que reconocen las necesidades de las niñas y niños y sus familias"".",Sociedad
Una cautelar para las familias del Barrio Mugica afectadas por el derrumbe ,Veintitrés familias duermen en la calle hace una semana por error en una obra del Gobierno de la Ciudad de Buenos Aires,"Después de una semana de dormir en la calle sin respuestas concretas del gobierno de Horacio Rodríguez Larreta, las familias de la Villa 31 que perdieron por completo o vieron afectadas sus viviendas por una demolición supuestamente accidental consiguieron una medida cautelar del juez Andrés Gallardo que le ordena a la administración porteña la reconstrucción de las casas, que entregue en 24 horas un plan de emergencia habitacional para el período de transición (y que no sean subsidios o paradores nocturnos), que ponga consigna policial las 24 horas donde la gente todavía tiene sus pertenencias y temen que se las roben, que retire los escombros y residuos y que garantice las necesidades de higiene, salubridad y alimentación. Por la tarde de este miércoles los vecinos y vecinas tuvieron una segunda peliaguda reunión con un encargado de la urbanización en el barrio. Primero los quisieron convencer de volver a sus hogares destrozados o con peligro de derrumbe. Luego les prometieron un subsidio sin precisar de qué monto sería. ",Sociedad
Fernando Báez Sosa: dos pedidos de perpetua para los 8 acusados,"En los alegatos, la Fiscalía y la querella coincidieron en su visión del caso",Desde Dolores,Sociedad
"Quién es Luciano Pertossi, el rugbier que ""fisuró"" el pacto de silencio",Crimen de Fernando Báez Sosa,"Luciano Pertossi es uno de los ocho acusados por el crimen de Fernando Báez Sosa y fue el primero de los imputados que sorprendió a todos al pedir la palabra ante el Tribunal de Dolores. La situación ocurrió en la novena jornada del juicio por el brutal asesinato a la salida del boliche Le Brique de Villa Gesell, el 18 de enero de 2020.",Sociedad
Fernando Báez Sosa: los mensajes de una extraña cuenta de Instagram a favor de los rugbiers acusados del crimen,El SPB investiga si el perfil lo manejaban Blas Cinalli y Enzo Comelli desde el penal,"Como suele suceder cuando un tema es sobrenarrado, el caso del crimen de Fernando Báez Sosa también terminó alcanzando la orilla opuesta. Esto se vislumbra el posicionamiento de quienes ahora piden clemencia con los acusados del asesinato. No es la primera ni la última vez que sucederá algo así, aunque la sensibilidad social que despierta este asunto mientras transcurre el juicio puso en evidencia una serie de movimientos en las redes sociales que alertaron al Servicio Penitenciario Bonaerense con una pista que intenta aclararse: la posible interacción de algunos de los rugbiers en cuentas de Twitter e Instagram.",Sociedad
Llega La noche de los testeos de VIH,Será este sábado 28 de enero,"El próximo sábado 28 de enero se realizará La noche de los testeos de VIH en 25 puntos de todo el país. Con el objetivo de concientizar sobre la detección temprana del virus, los test rápidos podrán hacerse de manera ""gratuita, segura y confidencial"", según lo anunció este miércoles la organización sin fines de lucro AIDS Healthcare Foundation (AHF) Argentina.",Sociedad
"Crimen de Fernando Báez Sosa: premeditación y alevosía, los ejes del alegato de la fiscalía",Pedido de perpetua para los rugbiers,Desde Dolores,Sociedad
"Las juventudes de Inglaterra y Gales se identifican con las identidades LGB+, estableció el censo oficial  ","Quienes tienen entre 16 y 24 años tienen el doble de probabilidades de reconocerse como disidencia, en relación con los demás grupos etarios","La juventud de Inglaterra y Gales tiene el doble de probabilidades de reconocerse como lesbiana, gay, bisexual (LGB) o con otras identidades sexuales y de género, en comparación con la población general, según el último censo del Reino Unido sobre identidad de género.",Sociedad
En San Juan sumaron el tomógrafo más completo de Cuyo a un hospital público ,,"Con la Salud Pública como política de Estado, en los últimos años la provincia de San Juan se ha destacado como pionera en el uso de tecnologías y también por ser la que más invierte en infraestructura para la salud, en relación a su población.Esta semana, el segundo hospital público de la provincia, Hospital Dr. Marcial Quiroga, recibió el tomógrafo computado helicoidal multicorte, el más completo de la región.Este tomógrafo será colocado en el Servicio de Diagnóstico por Imágenes que funcionará en el edificio de ampliación del nosocomio recientemente inaugurado. Durante el periodo de prueba del mismo, se capacitará al personal que estará a cargo, para luego ponerlo en funcionamiento.“Nuestro objetivo es que todos los sanjuaninos tengan acceso a tecnología de punta, porque en medicina esto puede significar más vida. Es la misma meta respecto a otros programas e inversiones realizadas, como el Mujeres + Sanas que implementó el uso de un detector de anomalías relacionadas con cáncer de mama. Fuimos la primera provincia en invertir en esta tecnología para la medicina preventiva”, dijo el gobernador de San Juan, Sergio Uñac.",Sociedad
La Rioja becó a los ganadores de los Juegos Evita 2022 ,Es la única provincia que otorga este beneficio,"El gobernador Ricardo Quintela, encabezó la entrega de becas a los jóvenes ganadores de los Juegos Evita 2022, que obtuvieron medallas de oro, plata y bronce, incluyendo a deportistas con discapacidades y personas adultas mayores, acentuando al deporte como una política de Estado, siendo además, la única provincia del país en otorgar este beneficio económico.En ese contexto, el primer mandatario resaltó la presencia de los deportistas y expresó que, “gracias a los profesores, que muchos de ellos no conocen lo que transmiten, que es solidaridad, respeto a sus mayores y también la buena alimentación”.",Sociedad
Efemérides de hoy: qué pasó un 25 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 25 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Las mujeres no facturamos,,"En este mundo, nuestro mundo una canción que bate todos los records de reproducción, fue escrita y cantada por una mujer famosa, herida, lastimada, con enorme dolor, porque el hombre al que amaba, la traicionó y eligió otra mujer para amar. Toda mi solidaridad con ella, no me importó que tenga o no razón. Me generó esperanza, ilusión, “quién dijo que todo está perdido” si alguien viene a entregar su corazón, grande el Fito. En estos días de odas al individualismo, al consumo, al sálvese quien pueda etc. etc. Y me dio alegría que tanta gente de nuestro mundo, casi seguro mayoría mujeres, sienta lo mismo que yo, y escucharla era una forma de abrazarla, de mostrar su solidaridad.",Sociedad
Mueren siete personas en un nuevo tiroteo masivo en EEUU,California: tercer ataque con armas en 8 días,"Siete personas murieron durante nuevos tiroteos masivos en el estado de California, en Estados Unidos. Los episodios se produjeron en establecimientos agrícolas, por disparos de armas de fuego en dos hechos que estaban vinculados. Este es el tercer tiroteo que ocurre en California en los últimos ocho días. ",Sociedad
Más de 60 brigadistas trabajan para contener el fuego en Cuesta del Ternero  ,Incendio forestal en Río Negro,"Los brigadistas combaten un incendio forestal que afecta la zona de Cuesta del Ternero, al este de la localidad de El Bolsón, provincia de Río Negro, según informaron a Télam fuentes oficiales. Este incendio, que se presume fue intencional, continúa “activo” y, en principio, no afectó viviendas rurales.“El fuego quemó hasta el momento, aproximadamente, unas mil hectáreas de bosque y matorral nativo, como forestaciones de coníferas y pastizales”, según detallaron desde el Servicio de Prevención y Lucha contra incendios Forestales (SPLIF) de El Bolsón.Para la jornada de este martes, “se espera afianzar las líneas críticas referidas a viviendas o predios rurales cercanos y relevar el sector más activo durante la noche” expresaron desde el SPLIF. Además, “se realizarán tareas en el perímetro con afianzamiento de línea y relevamiento de sectores” .Con respecto al clima de esta jornada, las fuentes indicaron que, tal como se había pronosticado, hubo vientos fuertes y no llovió.Desde hace unos días trabajan en el lugar 24 combatientes, tres móviles de apoyo y toda la central abocada a tareas relacionadas. También colaboran al menos 10 combatientes, con herramientas manuales, del SPLIF, y 20 combatientes del Servicio Nacional de Manejo del Fuego (SNMF), con herramientas manuales y móvil de apoyo.Ayer por la tarde, un recorredor del SPLIF El Bolsón se acercó al Cañadón del Río Ternero y divisó una columna de humo en un sector distinto al del incendio ocurrido la semana anterior.Luego de informarse sobre la propagación existente, el brigadista solicitó apoyo a la Central del SPLIF constituyendo el primer ataque con un grupo de 15 personas del SPLIF y 7 del Servicio Nacional de Manejo del Fuego.",Sociedad
Dos operarios heridos en una obra en construcción,Derrumbe en un edificio en Recoleta,"Dos operarios resultaron heridos con ""politraumatismos"" luego del derrumbe de un edificio en construcción ubicado en el barrio porteño de Recoleta, quienes fueron trasladados al Hospital Fernández, según informaron esta tarde fuentes policiales.El director del Sistema de Atención Médica de Emergencias (Same), Alberto Crescenti, afirmó a Télam que ""los heridos fueron dos personas de 35 y 50 años con diagnóstico de politraumatismo, aunque por el momento se desconoce si las lesiones son de gravedad"". El titular del Same indicó que al momento del rescate, las personas heridas se ""encontraban lúcidas a pesar de la gravedad de la situación"".El hecho ocurrió en la obra en construcción de un edificio de planta baja y un piso ubicado en José Antonio Cabrera al 3300.",Sociedad
Analizan acciones ante gran mortandad de peces en laguna del norte de Santa Fe,Emergencia por la sequía,"“La mortandad de los peces es consecuencia del proceso ambiental complicado que estamos atravesando”, expresó Pablo Collins, investigador del Conicet en el Instituto Nacional de Limnología de Santa Fe, ante la consulta de Página/12 por las toneladas de estos animales muertos que aparecieron a orillas de la Laguna Del Plata.",Sociedad
Un turista estadounidense herido durante un asalto en el barrio de San Nicolás  ,Intentaron robarle el celular,"Un turista estadounidense resultó herido de un corte en la frente y un golpe en la cabeza al ser asaltado por un delincuente que intentó robarle su teléfono celular en el barrio porteño de San Nicolás, informaron fuentes de la investigación.",Sociedad
Cecilia Moreau quiere que se incluya en extraordinarias el proyecto de Ley Lucio  ,Un pedido al presidente Alberto Fernández,"La titular de la Cámara de Diputados, Cecilia Moreau, pidió  al presidente Alberto Fernández que incorpore en el temario de sesiones extraordinarias del Congreso, para que sea aprobado por el Senado, el proyecto de ""Ley Lucio"", que establece un plan de capacitación de funcionarios públicos para actuar en situaciones de violencia contra menores, como sucedió con el asesinado niño Lucio Dupuy.El nene fue asesinado en noviembre de 2021 en La Pampa y por ese crimen están siendo juzgadas su madre, Magdalena Espósito, y la pareja de la mujer, Abigail Páez. El veredicto se conocerá el próximo 2 de Febrero.En una nota enviada al presidente Fernández, Moreau solicitó que se incorpore al temario de extraordinarias esa iniciativa aprobada con amplio consenso por la Cámara baja, que establece el ""Plan Federal de Capacitación de carácter continuo, permanente y obligatorio, en derechos de los niños, niñas y adolescentes"".Moreau señaló que esta iniciativa ""genera una política de Estado para trabajar en la prevención y detección temprana de la violencia contra los niños, niñas y adolescentes"", se informó en un comunicado.",Sociedad
Afirman que el núcleo de la Tierra cambió su dirección de rotación: cuáles podrían ser los efectos,Hallazgo chino,"El núcleo de la Tierra, compuesto por hierro fundido a miles de kilómetros de profundidad y a una temperatura superior a la superficie del Sol, frenó su rotación, y científicos creen que podría haber comenzado a girar en sentido contrario al de la superficie del planeta. Un estudio, publicado en la prestigiosa revista Nature, señala que este fenómeno podría estar ocurriendo y añade alguno de sus posibles efectos, como el acortamiento de los días en unas fracciones de segundo y cambios en el campo magnético. Sin embargo, otros expertos lo ponen en duda las conclusiones de la investigación.",Sociedad
"Dolores, a la espera de los alegatos","Entre los reclamos de justicia, los vallados con flores y fotos de Fernando Báez, y la vida cotidiana",Desde Dolores,Sociedad
No fue un exceso,,             ,Sociedad
Egipto: descubren una ciudad residencial romana en la ribera del río Nilo,Data de los siglos II y III,"Los vestigios de una ""ciudad residencial entera"", que data de los siglos II y III de la era cristiana, fue descubierta en la ribera del Nilo, cerca del templo de Luxor, en Egipto, informó este martes el Ministerio de Antigüedades de dicho país.",Sociedad
Buscan a un mochilero mendocino que desapareció en un pueblo de Ecuador,Lo vieron por última vez hace una semana,"Un joven mendocino de 26 años que fue visto por última vez el 18 de enero pasado en la localidad de Olmedo, en Ecuador, es buscado a través de redes sociales y contactos con la embajada por familiares y amigos, quienes viajarán en las próximas horas a ese país para radicar una denuncia, según informaron sus allegados.Se trata de Rodrigo Salguero, oriundo de la localidad mendocina de Rivadavia, quien viajó de mochilero desde Perú hacia Ecuador donde fue visto el 18 de enero en un hostel ubicado en Olmedo.""Estamos en contacto con la embajada en Ecuador, desde donde nos brindan ayuda para cubrir unos días allá y parte de los pasajes"", dijo esta mañana Facundo Vallardi a Radio Nihuil, un amigo de Salguero y que junto a Adrián Cura colaboran con los familiares en la campaña de búsqueda del joven.De la investigación surgió que Salguero se alojó el miércoles pasado en un hostel cuyos dueños se contactaron con su hermano Leandro en Mendoza y le comunicaron que el joven salió hacia la localidad de Santa Ana y desde entonces no volvieron a verlo y que dejó sus pertenencias en el lugar.Amigos de Salguero manifestaron que el día anterior el joven sufrió un robo y que se había quedado sin dinero y estaba buscando un cajero automático.""A él lo robaron y se habían llevado la documentación y parte de su pertenencia y nos comunicábamos a través Facebook e Instagram"", agregó Facundo.Ante estos hechos, y la falta de comunicación, los familiares y amigos de Salguero comenzaron la búsqueda a través de las redes sociales y el aporte de los dueños del hostel, quienes manifestaron que “no lo habían visto muy bien”.En las próximas horas un familiar y un amigo del joven partirán hacia Ecuador para radicar la denuncia por desaparición, que debe hacerse de manera presencial.En tanto lanzaron una campaña solidaria a través de las redes sociales #todosxrodrigo y dieron el Alias todos.por.rodris , una cuenta que está a nombre de Nicolás, o para mayor información el teléfono 263 4639221.",Sociedad
Advierten que el riesgo de grooming se triplica en verano por la mayor exposición a las pantallas,Qué recomiendan los especialistas para prevenirlo,"La posibilidad de que niñes y adolescentes sean víctimas de grooming --acoso sexual a través de medios digitales-- se triplica durante las vacaciones de verano, debido a la mayor exposición a las pantallas que suele registrarse en esos meses de ocio, advirtió ",Sociedad
Feriados Argentina 2023: calendario completo,Cuándo es el próximo fin de semana extralargo,"El año 2023 ya llegó, y con él la lista de feriados de los próximos 12 meses con los fines de semana largos para la recreación y el descanso de todos los ciudadanos, así como para la promoción del turismo interno.",Sociedad
"Por un ""incendio voluntario"", paralizaron el tráfico en una estación de trenes más grandes de París","El ""incidente bastante excepcional y muy grave"" afectó las actividades de la Gare de l'Est","Un incendio ""voluntario"" de cables eléctricos obligó a interrumpir este martes y por toda la jornada el servicio de trenes en la Gare de l'Est, una de las estaciones de tenes más grandes de París, y por la cual circulan miles de personas por día. Las autoridades informaron que el servicio, además, podría seguir suspendido también durante el miércoles.",Sociedad
Coronavirus en China: por qué se dispararon los contagios y muertes en las últimas semanas,Casi 13 mil fallecidos en una semana,"China registró la semana pasada 12.658 muertes relacionadas con la pandemia del coronavirus. En el mismo período, Argentina detectó 8.614 nuevos casos y 54 muertes y Estados Unidos poco más de 4 mil muertes. Entonces, ¿qué explica la fuerte suba en los contagios y muertes en “el gigante asiático” por el coronavirus?",Sociedad
Efemérides de hoy: qué pasó un 24 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 24 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Fernando Báez Sosa: qué penas podrían aplicarle a los rugbiers,"Los argumentos de la querella, la fiscalía y la defensa","Tras el cierre de la etapa probatoria, el juicio por el crimen de Fernando Báez Sosa ingresará este miércoles en su recta final. En los alegatos del 25 de enero se conocerán formalmente los pedidos de pena de la querella y de la Fiscalía, mientras que el 26 se verán al fin los argumentos y la estrategia de la defensa. Si en su veredicto el tribunal da la razón al bloque acusador tal cual plantea hasta ahora su hipótesis, los ocho imputados recibirán perpetua. Las declaraciones de cinco de ellos, en tanto, dejaron ver una estrategia que parece orientarse hacia la figura del ""homicidio en riña"", con penas considerablemente menores. En el medio, la posibilidad del homicidio simple, que reparte penas de entre 8 y 25 años. ",Sociedad
"Coronavirus: hace tres años la ciudad de Wuhan era aislada por un virus, el SARS-Cov-2, que provocaba pulmonías y muertes ",El mercado donde se supone que se disparó la enfermedad no volvió a abrir sus puertas,"Hace tres años el mundo escucharía por primera vez en forma pública y reconocida la existencia de un virus cuyos efectos completos le llevaría un tiempo descubrir. El 23 de enero de 2020, las autoridades de Wuhan decidieron confinar la ciudad, un mes y medio antes de que la Organización Mundial de la Salud considerara al virus SARS-Cov-2 como una pandemia.",Sociedad
Fernando Báez Sosa: qué penas podrían aplicarle a los rugbiers,"Los argumentos de la querella, la fiscalía y la defensa","Tras el cierre de la etapa probatoria, el juicio por el crimen de Fernando Báez Sosa ingresará este miércoles en su recta final. En los alegatos del 25 de enero se conocerán formalmente los pedidos de pena de la querella y de la Fiscalía, mientras que el 26 se verán al fin los argumentos y la estrategia de la defensa. Si en su veredicto el tribunal da la razón al bloque acusador tal cual plantea hasta ahora su hipótesis, los ocho imputados recibirán perpetua. Las declaraciones de cinco de ellos, en tanto, dejaron ver una estrategia que parece orientarse hacia la figura del ""homicidio en riña"", con penas considerablemente menores. En el medio, la posibilidad del homicidio simple, que reparte penas de entre 8 y 25 años. ",Sociedad
"Coronavirus: hace tres años la ciudad de Wuhan era aislada por un virus, el SARS-Cov-2, que provocaba pulmonías y muertes ",El mercado donde se supone que se disparó la enfermedad no volvió a abrir sus puertas,"Hace tres años el mundo escucharía por primera vez en forma pública y reconocida la existencia de un virus cuyos efectos completos le llevaría un tiempo descubrir. El 23 de enero de 2020, las autoridades de Wuhan decidieron confinar la ciudad, un mes y medio antes de que la Organización Mundial de la Salud considerara al virus SARS-Cov-2 como una pandemia.",Sociedad
Será obligatorio usar reconocimiento facial para cambiar la tarjeta SIM de celular,Para evitar hackeos y robos de identidad,El Ente Nacional de Comunicaciones (Enacom) trabaja por estas horas en los últimos detalles de una resolución que obligará a las operadoras de telefonía móvil a mejorar su sistema de seguridad y agregar el reconocimiento biométrico para los cambios de tarjeta SIM.,Sociedad
"Fernando Báez Sosa: A dos días de los alegatos, Máximo Thomsen pidió asistencia psicológica",Las razones del pedido,"Máximo Thomsen, uno de los ocho acusados por el crimen de Fernando Báez Sosa, asesinado a golpes en la puerta de un boliche de Villa Gesell el 18 de enero de 2020, pidió este lunes mantener una entrevista con una psicóloga, por lo que fue asistido en el penal de Dolores, a dos días del inicio de los alegatos del juicio.El rugbier, quien para los acusadores es uno de los principales responsables del crimen de Fernando, solicitó esta mañana una entrevista con un profesional psicólogo de la Unidad Penal 6 de Dolores del Servicio Penitenciario Bonaerense (SPB), donde se encuentra alojado junto al resto de los otros siete imputados en el juicio que lleva adelante el Tribunal Oral en lo Criminal 1 de ese distrito.Según indicaron las fuentes, Thomsen, quien está alojado en la celda 8 del Pabellón 1, recibió esta mañana la visita de una psicóloga del penal.La charla entre el paciente y la profesional fue ""buena"" y la demanda de Thomsen obedeció a cuestiones de ansidad, según confiaron a Télam allegados a los internos.Voceros del SPB señalaron que la unidad carcelaria cuenta con profesionales a disposición permanente para cuando lo requieran los internos, a quienes les efectúan un seguimiento médico y psicológico.Thomsen también fue asistido periódicamente por un profesional en la Unidad Penal de Melchor Romero, donde estuvo alojado con prisión preventiva hasta el pasado 1° de enero, cuando fue trasladado con el resto de los acusados a Dolores para asistir a las audiencias del debate.Con relación a la salud de los ocho detenidos, los voceros dijeron que se les efectúa un seguimiento médico y psicológico con los profesionales del SPB.En noviembre pasado, Thomsen fue trasladado a una clínica privada para realizarse una intervención quirúrgica por una hernia inguinal.""Hace un año y medio que tenía dolores intestinales. Finalmente se supo que tenía una hernia"", expresó un allegado, quien contó que es ese rugbier quien ""contiene psicológicamente"" a otros detenidos.Thomsen no es el único de los rugbiers que solicitó en el tiempo que llevan detenidos asistencia psicológica, ya que, según los allegados, también fue pedida por otro de los acusados luego de que se produjo un incidente entre los mismos imputados durante el tiempo que duró la pandemia de Covid-19.En tanto, como es habitual cada tarde, los ocho acusados tendrán disponibles dos horas de recreación en el patio de la unidad, mientras que aguardarán el miércoles la visita de los padres en la cárcel.La última semana la visita fue suspendida ya que coincidía con la fecha del tercer aniversario del crimen de Fernando y los familiares estimaron que podría realizarse una movilización al penal, según le confirmó a Télam un allegado a los imputados.El pedido de contención psicológica de Thomsen se realizó en la misma semana en la que se iniciarán los alegatos por parte de los fiscales de juicio y los abogados del particular damnificado, y de la defensa de los ocho acusados.Fuentes judiciales confirmaron a Télam que el próximo miércoles, a partir de las 9, en la sede del Tribunal Oral en lo Criminal (TOC) 1 de Dolores comenzarán los alegatos con la exposición de los fiscales de juicio, Juan Manuel Dávila y Gustavo García.Durante la misma jornada también expondrán sus fundamentos los abogados Fernando Burlando, Fabián Améndola y Facundo Améndola, representantes de los padres de Báez Sosa, Silvino Báez y Graciela Sosa.Tanto el Ministerio Público Fiscal como los abogados del particular damnificado adelantaron que continuarán con la acusación con la que la causa fue elevada a juicio y en la que los ocho acusados son considerados responsables del delito de ""homicidio agravado por alevosía y por el concurso premeditado de dos o más personas"", que prevé una pena de prisión perpetua, y ""lesiones"", en relación al ataque sufrido por amigos de Fernando.Por su parte, el jueves será el turno de la defensa técnica, a cargo del abogado Hugo Tomei, representante de los acusados Thomsen, Enzo Comelli (22), Matías Benicelli (23), Blas Cinalli (21), Ayrton Viollaz (23), y Luciano (21), Ciro (22) y Lucas Pertossi (23).La estrategia de Tomei esbozada durante el debate oral se basó en demostrar que el crimen del joven estudiante de abogacía fue en el contexto de un ""homicidio en riña o agresión"", que según el artículo 95 del Código Penal prevé una pena de entre 2 a 6 años.En tanto, se espera que los ocho imputados utilicen su derecho a las últimas palabras frente a los jueces María Claudia Castro, Christian Rabaia y Emiliano Lazzari.Una vez que finalicen los alegatos y las últimas palabras de los acusados, los jueces del TOC 1 darán a conocer la fecha de la sentencia, que se prevé que será el 30 o 31 de enero.",Sociedad
"La OMS pide 2540 millones de dólares para afrontar ""una convergencia de crisis sin precedentes""","A las situaciones sanitarias, se suman las consecuencias del cambio climático","La Organización Mundial de la Salud (OMS) reclamó 2.540 millones de dólares para ayudar en 2023 a alrededor de 339 millones de personas en emergencias sanitarias en todo el mundo. La agencia sanitaria de la ONU afirmó que está atendiendo a un número de emergencias sanitarias ""sin precedentes"", y citó la situación en Yemen, Afganistán, Siria y Etiopía, entre otros. A esas emergencias, señaló la entidad, se suman las consecuencias del cambio climático, como las inundaciones que asolaron Pakistán el año pasado o la inseguridad alimentaria en el Sahel y el Cuerno de África.",Sociedad
Vacuna contra el VIH: cancelaron el proyecto Mosaico,El anuncio se realizó en la última fase del proceso,"La vacuna para prevenir el VIH deberá esperar unos años más: el auspicioso proyecto Mosaico que reunía voluntades y capacidades científicas, entre ellas las de Argentina, fue cancelado. A la fecha, los ensayos se realizaban en naciones de tres continentes y en casi 4 mil voluntarios. Según los referentes del trabajo, aunque la vacuna a prueba “era segura, no brindaba protección”. La decisión fue tomada por un comité independiente de monitoreo que analizó la eficacia y no quedó conforme con los resultados. ",Sociedad
